Facility ID,Hospital Name,Indicator Name,Year,Infections Observed,Infections Predicted,Denominator,Indicator Value,Indicator Lower Confidence Limit,Indicator Upper Confidence Limit,Indicator Units,Comparison Results,Location 1
58,United Health Services Hospitals Inc. - Wilson Medical Center,CLABSI Surgical Ward,2016,,,,,,,# CLABSI per 1000 line days,"Not compared, less than 50 central line days","(42.08544, -75.91541)"
58,United Health Services Hospitals Inc. - Wilson Medical Center,CLABSI Overall Standardized Infection Ratio,2016,15,10.65,,1.41,0.79,2.32,,Not significantly different than NYS 2016 average,"(42.08544, -75.91541)"
58,United Health Services Hospitals Inc. - Wilson Medical Center,CLABSI Neonatal ICU Level 2/3,2016,0,0.29,169,0,0,17.73,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(42.08544, -75.91541)"
58,United Health Services Hospitals Inc. - Wilson Medical Center,CLABSI Medical Surgical Ward,2016,8,6.16,"5,915",1.35,0.58,2.66,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(42.08544, -75.91541)"
58,United Health Services Hospitals Inc. - Wilson Medical Center,CLABSI Coronary ICU,2016,4,2.82,"1,844",2.17,0.59,5.55,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(42.08544, -75.91541)"
58,United Health Services Hospitals Inc. - Wilson Medical Center,CLABSI Cardiothoracic ICU,2016,3,1.35,"1,660",1.81,0.37,5.28,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(42.08544, -75.91541)"
58,United Health Services Hospitals Inc. - Wilson Medical Center,CDI Possibly-My-Hospital Associated,2016,23,,"57,628",3.99,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.08544, -75.91541)"
58,United Health Services Hospitals Inc. - Wilson Medical Center,CDI Hospital Onset,2016,49,38.09,"57,628",8.33,5.58,11.92,"# hospital onset cases per 10,000 patient days, risk-adjusted",Not significantly different than NYS 2016 average,"(42.08544, -75.91541)"
58,United Health Services Hospitals Inc. - Wilson Medical Center,CDI Community Onset Not-My-Hospital,2016,65,,"17,120",0.38,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.08544, -75.91541)"
66,Olean General Hospital,SSI Overall Standardized Infection Ratio,2016,4,4.13,,0.97,0.26,2.48,,Not significantly different than NYS 2016 average,"(42.090368, -78.426638)"
66,Olean General Hospital,SSI Hysterectomy,2016,2,0.44,49,5.08,0.62,18.37,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(42.090368, -78.426638)"
66,Olean General Hospital,SSI Hip,2016,0,0.5,59,0,0,4.66,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(42.090368, -78.426638)"
66,Olean General Hospital,SSI Colon,2016,2,3.19,70,3.11,0.38,11.23,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(42.090368, -78.426638)"
66,Olean General Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2016,0,,"29,052",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(42.090368, -78.426638)"
66,Olean General Hospital,CRE Hospital Onset Infection Rate- all body sites,2016,0,,"29,052",0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(42.090368, -78.426638)"
66,Olean General Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2016,0,,"7,768",0,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(42.090368, -78.426638)"
66,Olean General Hospital,CRE Admission Prevalence Rate- all body sites,2016,0,,"7,768",0,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(42.090368, -78.426638)"
66,Olean General Hospital,CLABSI Surgical Ward,2016,0,0.34,440,0,0,6.81,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(42.090368, -78.426638)"
66,Olean General Hospital,CLABSI Overall Standardized Infection Ratio,2016,5,3.17,,1.58,0.51,3.68,,Not significantly different than NYS 2016 average,"(42.090368, -78.426638)"
66,Olean General Hospital,CLABSI Medical Ward,2016,1,0.77,674,1.48,0.04,8.27,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(42.090368, -78.426638)"
66,Olean General Hospital,CLABSI Medical Surgical Ward,2016,1,1.02,984,1.02,0.03,5.66,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(42.090368, -78.426638)"
66,Olean General Hospital,CLABSI Medical Surgical ICU,2016,3,1.04,"1,277",2.35,0.48,6.87,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(42.090368, -78.426638)"
66,Olean General Hospital,CDI Possibly-My-Hospital Associated,2016,6,,"27,509",2.18,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.090368, -78.426638)"
66,Olean General Hospital,CDI Hospital Onset,2016,24,17.95,"27,509",8.66,4.78,14.34,"# hospital onset cases per 10,000 patient days, risk-adjusted",Not significantly different than NYS 2016 average,"(42.090368, -78.426638)"
66,Olean General Hospital,CDI Community Onset Not-My-Hospital,2016,35,,"7,025",0.5,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.090368, -78.426638)"
85,Auburn Community Hospital,SSI Overall Standardized Infection Ratio,2016,0,4.14,,0,0,0.72,,Significantly lower than NYS 2016 average,"(42.940822, -76.564361)"
85,Auburn Community Hospital,SSI Hysterectomy,2016,0,0.31,39,0,0,10.89,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(42.940822, -76.564361)"
85,Auburn Community Hospital,SSI Hip,2016,0,0.33,38,0,0,7.02,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(42.940822, -76.564361)"
85,Auburn Community Hospital,SSI Colon,2016,0,3.5,59,0,0,4.24,"# SSI per 100 procedures, risk-adjusted",Significantly lower than NYS 2016 average,"(42.940822, -76.564361)"
85,Auburn Community Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2016,0,,"19,343",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(42.940822, -76.564361)"
85,Auburn Community Hospital,CRE Hospital Onset Infection Rate- all body sites,2016,0,,"19,343",0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(42.940822, -76.564361)"
85,Auburn Community Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2016,0,,"4,952",0,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(42.940822, -76.564361)"
85,Auburn Community Hospital,CRE Admission Prevalence Rate- all body sites,2016,1,,"4,952",0.2,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(42.940822, -76.564361)"
85,Auburn Community Hospital,CLABSI Surgical Ward,2016,0,0.19,239,0,0,12.53,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(42.940822, -76.564361)"
85,Auburn Community Hospital,CLABSI Overall Standardized Infection Ratio,2016,1,1.53,,0.66,0.02,3.65,,Not significantly different than NYS 2016 average,"(42.940822, -76.564361)"
85,Auburn Community Hospital,CLABSI Medical Surgical Ward,2016,1,0.92,879,1.14,0.03,6.34,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(42.940822, -76.564361)"
85,Auburn Community Hospital,CLABSI Medical Surgical ICU,2016,0,0.42,521,0,0,5.75,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(42.940822, -76.564361)"
85,Auburn Community Hospital,CDI Possibly-My-Hospital Associated,2016,6,,"18,519",3.24,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.940822, -76.564361)"
85,Auburn Community Hospital,CDI Hospital Onset,2016,15,11.22,"18,519",8.66,3.98,16.26,"# hospital onset cases per 10,000 patient days, risk-adjusted",Not significantly different than NYS 2016 average,"(42.940822, -76.564361)"
85,Auburn Community Hospital,CDI Community Onset Not-My-Hospital,2016,23,,"4,522",0.51,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.940822, -76.564361)"
98,Brooks Memorial Hospital,SSI Overall Standardized Infection Ratio,2016,1,1.79,,0.56,0.01,3.11,,Not significantly different than NYS 2016 average,"(42.480775, -79.333874)"
98,Brooks Memorial Hospital,SSI Hysterectomy,2016,0,0.29,49,0,0,11.41,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(42.480775, -79.333874)"
98,Brooks Memorial Hospital,SSI Hip,2016,1,0.72,123,1.07,0.03,5.95,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(42.480775, -79.333874)"
98,Brooks Memorial Hospital,SSI Colon,2016,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(42.480775, -79.333874)"
98,Brooks Memorial Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2016,0,,"8,364",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(42.480775, -79.333874)"
98,Brooks Memorial Hospital,CRE Hospital Onset Infection Rate- all body sites,2016,0,,"8,364",0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(42.480775, -79.333874)"
98,Brooks Memorial Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2016,0,,"2,562",0,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(42.480775, -79.333874)"
98,Brooks Memorial Hospital,CRE Admission Prevalence Rate- all body sites,2016,1,,"2,562",0.39,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(42.480775, -79.333874)"
98,Brooks Memorial Hospital,CLABSI Overall Standardized Infection Ratio,2016,1,0.41,,2.46,0.06,13.7,,Not significantly different than NYS 2016 average,"(42.480775, -79.333874)"
98,Brooks Memorial Hospital,CLABSI Medical Surgical Ward,2016,1,0.19,178,5.62,0.14,31.3,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(42.480775, -79.333874)"
98,Brooks Memorial Hospital,CLABSI Medical Surgical ICU,2016,0,0.22,272,0,0,11.01,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(42.480775, -79.333874)"
98,Brooks Memorial Hospital,CDI Possibly-My-Hospital Associated,2016,3,,"7,576",3.96,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.480775, -79.333874)"
98,Brooks Memorial Hospital,CDI Hospital Onset,2016,3,4.53,"7,576",4.29,0.48,15.68,"# hospital onset cases per 10,000 patient days, risk-adjusted",Not significantly different than NYS 2016 average,"(42.480775, -79.333874)"
98,Brooks Memorial Hospital,CDI Community Onset Not-My-Hospital,2016,11,,"2,196",0.5,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.480775, -79.333874)"
103,UPMC Chautauqua at WCA,SSI Overall Standardized Infection Ratio,2016,1,2.58,,0.39,0.01,2.16,,Not significantly different than NYS 2016 average,"(42.091579, -79.232941)"
103,UPMC Chautauqua at WCA,SSI Hysterectomy,2016,0,0.27,28,0,0,12.49,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(42.091579, -79.232941)"
103,UPMC Chautauqua at WCA,SSI Hip,2016,1,0.41,34,1.9,0.05,10.59,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(42.091579, -79.232941)"
103,UPMC Chautauqua at WCA,SSI Colon,2016,0,1.91,51,0,0,7.78,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(42.091579, -79.232941)"
103,UPMC Chautauqua at WCA,CRE Hospital Onset Infection Rate- Bloodstream Infections,2016,0,,"24,936",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(42.091579, -79.232941)"
103,UPMC Chautauqua at WCA,CRE Hospital Onset Infection Rate- all body sites,2016,0,,"24,936",0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(42.091579, -79.232941)"
103,UPMC Chautauqua at WCA,CRE Admission Prevalence Rate- Bloodstream Infections,2016,0,,"5,834",0,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(42.091579, -79.232941)"
103,UPMC Chautauqua at WCA,CRE Admission Prevalence Rate- all body sites,2016,0,,"5,834",0,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(42.091579, -79.232941)"
103,UPMC Chautauqua at WCA,CLABSI Overall Standardized Infection Ratio,2016,1,2.89,,0.35,0.01,1.93,,Not significantly different than NYS 2016 average,"(42.091579, -79.232941)"
103,UPMC Chautauqua at WCA,CLABSI Medical Ward,2016,0,0.81,714,0,0,4.2,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(42.091579, -79.232941)"
103,UPMC Chautauqua at WCA,CLABSI Medical Surgical Ward,2016,0,1.1,"1,060",0,0,2.83,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(42.091579, -79.232941)"
0,New York State - All Hospitals,SSI Colon,2014,"1,279",,"19,171",6.67,,,"# SSI per 100 procedures, risk-adjusted",,
103,UPMC Chautauqua at WCA,CLABSI Medical ICU,2016,1,0.98,"1,056",0.95,0.02,5.28,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(42.091579, -79.232941)"
103,UPMC Chautauqua at WCA,CDI Possibly-My-Hospital Associated,2016,15,,"23,559",6.37,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.091579, -79.232941)"
103,UPMC Chautauqua at WCA,CDI Hospital Onset,2016,24,34.63,"23,559",4.49,2.48,7.43,"# hospital onset cases per 10,000 patient days, risk-adjusted",Not significantly different than NYS 2016 average,"(42.091579, -79.232941)"
103,UPMC Chautauqua at WCA,CDI Community Onset Not-My-Hospital,2016,51,,"5,218",0.98,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.091579, -79.232941)"
114,TLC Health Network Lake Shore Hospital,SSI Overall Standardized Infection Ratio,2016,,,,,,,,"Not compared, less than 20 procedures","(42.559178, -79.127627)"
114,TLC Health Network Lake Shore Hospital,SSI Hip,2016,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(42.559178, -79.127627)"
114,TLC Health Network Lake Shore Hospital,SSI Colon,2016,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(42.559178, -79.127627)"
114,TLC Health Network Lake Shore Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2016,0,,"1,849",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(42.559178, -79.127627)"
114,TLC Health Network Lake Shore Hospital,CRE Hospital Onset Infection Rate- all body sites,2016,0,,"1,849",0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(42.559178, -79.127627)"
114,TLC Health Network Lake Shore Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2016,0,,469,0,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(42.559178, -79.127627)"
114,TLC Health Network Lake Shore Hospital,CRE Admission Prevalence Rate- all body sites,2016,1,,469,2.13,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(42.559178, -79.127627)"
114,TLC Health Network Lake Shore Hospital,CLABSI Overall Standardized Infection Ratio,2016,,,,,,,,"Not compared, less than 50 central line days","(42.559178, -79.127627)"
114,TLC Health Network Lake Shore Hospital,CLABSI Medical Surgical Ward,2016,,,,,,,# CLABSI per 1000 line days,"Not compared, less than 50 central line days","(42.559178, -79.127627)"
114,TLC Health Network Lake Shore Hospital,CDI Possibly-My-Hospital Associated,2016,0,,"1,849",0,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.559178, -79.127627)"
114,TLC Health Network Lake Shore Hospital,CDI Hospital Onset,2016,1,1.23,"1,849",5.26,0.03,39.09,"# hospital onset cases per 10,000 patient days, risk-adjusted",Not significantly different than NYS 2016 average,"(42.559178, -79.127627)"
114,TLC Health Network Lake Shore Hospital,CDI Community Onset Not-My-Hospital,2016,3,,469,0.64,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.559178, -79.127627)"
116,Arnot Ogden Medical Center,SSI Overall Standardized Infection Ratio,2016,8,8.98,,0.89,0.38,1.75,,Not significantly different than NYS 2016 average,"(42.099279, -76.826766)"
116,Arnot Ogden Medical Center,SSI Hysterectomy,2016,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(42.099279, -76.826766)"
116,Arnot Ogden Medical Center,SSI Hip,2016,3,2.24,249,1.04,0.21,3.03,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(42.099279, -76.826766)"
116,Arnot Ogden Medical Center,SSI Colon,2016,3,5.25,83,2.83,0.58,8.28,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(42.099279, -76.826766)"
116,Arnot Ogden Medical Center,SSI CABG donor site,2016,0,0.2,56,0,0,5.03,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(42.099279, -76.826766)"
116,Arnot Ogden Medical Center,SSI CABG chest site,2016,1,1.03,57,1.51,0.04,8.4,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(42.099279, -76.826766)"
116,Arnot Ogden Medical Center,CRE Hospital Onset Infection Rate- Bloodstream Infections,2016,1,,"50,049",0.2,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(42.099279, -76.826766)"
116,Arnot Ogden Medical Center,CRE Hospital Onset Infection Rate- all body sites,2016,7,,"50,049",1.4,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(42.099279, -76.826766)"
